period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city_x,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated,zipcode,city_y,county
6/1/2022,8/31/2022,90,zip code,2,9054,f,Zip Code: 22932,,Virginia,VA,Single Family Residential,6,681399.0,-0.030726885,0.179350093,650000.0,-0.022556391,0.04,246.1472603,-0.026065425,0.244595505,230.9027778,0.009847505,0.083167349,59,0.017241379,-0.365591398,40.0,-0.14893617,-0.569892473,43.0,-0.245614035,-0.295081967,23.0,0.0,-0.738636364,,,,7.0,-1.0,-72.0,1.015046146,-0.013290609,-0.003403216,0.525423729,0.025423729,-0.01221068,,,,0.65,-0.115957447,0.65,"Charlottesville, VA",16820,2/10/2025 14:21,22932,Yancey mills,Albemarle
6/1/2019,8/31/2019,90,zip code,2,9048,f,Zip Code: 22911,,Virginia,VA,All Residential,-1,340000.0,0.0,-0.055555556,339950.0,0.00280236,0.096156761,161.2658228,0.00725996,0.030674135,164.6211922,0.000410081,0.057239801,155,-0.134078212,0.026490066,154.0,-0.134831461,0.01986755,164.0,-0.068181818,0.108108108,283.0,-0.024137931,-0.13190184,,,,89.0,3.0,-26.0,0.991999267,-0.001546786,-0.001975515,0.225806452,-0.036763381,-0.092074343,,,,0.012987013,0.007369035,0.006364496,"Charlottesville, VA",16820,2/10/2025 14:21,22911,Zcta 22911,Albemarle
10/1/2024,12/31/2024,90,zip code,2,9054,f,Zip Code: 22932,,Virginia,VA,Townhouse,13,470759.0,-0.017204593,0.082204598,486259.0,0.034593617,-0.012908582,212.5282678,-0.065621727,-0.016732754,226.9500619,0.033076682,-0.008834403,43,0.228571429,-0.085106383,29.0,0.0,0.074074074,45.0,0.046511628,0.125,19.0,0.117647059,-0.05,,,,34.5,22.5,-7.0,0.994461504,-0.001853447,-0.004541105,0.162790698,-0.008637874,-0.092528451,,,,0.310344828,0.0,-0.09706258,"Charlottesville, VA",16820,2/10/2025 14:21,22932,Yancey mills,Albemarle
3/1/2020,5/31/2020,90,zip code,2,9065,f,Zip Code: 22947,,Virginia,VA,All Residential,-1,515000.0,0.077214303,0.024823616,609900.0,0.060695652,0.259850652,166.6666667,0.033656958,-0.078882265,175.7624417,0.062761328,0.116818381,43,0.162162162,0.34375,42.0,0.166666667,0.35483871,58.0,-0.107692308,-0.436893204,117.0,-0.048780488,-0.22,,,,155.0,-15.0,12.0,0.986988147,0.003396133,0.009345555,0.348837209,0.051539912,0.255087209,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22947,Boyd tavern,Albemarle
2/1/2018,4/30/2018,90,zip code,2,9841,f,Zip Code: 24590,,Virginia,VA,Multi-Family (2-4 Unit),4,130000.0,0.0,,,,,70.96069869,0.0,,,,,1,0.0,,,,,,,,,,,,,,354.0,0.0,,0.86724483,0.0,,0.0,0.0,,,,,,,,"Charlottesville, VA",16820,2/10/2025 14:21,24590,Scottsville,Albemarle
11/1/2019,1/31/2020,90,zip code,2,9054,f,Zip Code: 22932,,Virginia,VA,Townhouse,13,411526.0,-0.006638087,-0.105378261,385000.0,-0.030372022,-0.156532274,216.1117381,0.0,0.147434565,198.3786274,0.00271935,-0.002983688,11,-0.153846154,-0.153846154,11.0,-0.153846154,-0.153846154,23.0,0.15,0.045454545,53.0,-0.018518519,0.325,,,,187.0,-9.0,-46.0,0.995499979,-0.000922133,-0.004018052,0.090909091,0.013986014,0.013986014,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22932,Yancey mills,Albemarle
9/1/2017,11/30/2017,90,zip code,2,9064,f,Zip Code: 22946,,Virginia,VA,All Residential,-1,225000.0,,-0.407894737,,,,196.6783217,,0.38451187,,,,1,,0.0,1.0,,0.0,,,,,,,,,,112.0,,10.0,0.978686385,,-0.051123913,0.0,,-1.0,,,,0.0,,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22946,Keene,Albemarle
4/1/2022,6/30/2022,90,zip code,2,9065,f,Zip Code: 22947,,Virginia,VA,All Residential,-1,844500.0,0.012283451,0.200721713,787000.0,-0.074008707,0.038546299,217.3139493,0.028372743,0.035522882,226.7460664,-0.013455711,0.020475519,35,-0.078947368,-0.285714286,31.0,0.0,-0.340425532,46.0,-0.06122449,-0.06122449,28.0,-0.034482759,-0.631578947,,,,10.5,-9.5,-81.5,1.023006165,9.69e-06,0.024065209,0.428571429,-0.018796992,0.06122449,,,,0.64516129,0.0,0.64516129,"Charlottesville, VA",16820,2/10/2025 14:21,22947,Boyd tavern,Albemarle
6/1/2014,8/31/2014,90,zip code,2,9071,f,Zip Code: 22959,,Virginia,VA,Single Family Residential,6,273000.0,-0.230985915,-0.133333333,487250.0,1.448492462,2.748076923,135.4166667,-0.087608225,0.184584101,181.1109862,0.660378783,1.267824523,3,0.0,-0.571428571,3.0,0.0,-0.5,8.0,1.666666667,0.6,14.0,0.272727273,0.4,,,,97.0,32.0,-2.0,0.952499625,-0.009085605,2.7e-05,0.0,0.0,0.0,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22959,Alberene,Albemarle
1/1/2023,3/31/2023,90,zip code,2,9060,f,Zip Code: 22940,,Virginia,VA,All Residential,-1,3600000.0,0.0,7.228571429,924900.0,-0.789795455,0.166330391,555.8987029,0.0,1.368401626,294.9298469,-0.818484085,0.36642151,1,0.0,-0.75,,,,5.0,4.0,0.0,5.0,4.0,-0.285714286,,,,542.0,0.0,465.0,0.907944515,0.0,-0.080219331,0.0,0.0,-0.5,,,,,,,"Charlottesville, VA",16820,2/10/2025 14:21,22940,Mission home,Albemarle
1/1/2012,3/31/2012,90,zip code,2,9065,f,Zip Code: 22947,,Virginia,VA,All Residential,-1,502500.0,-0.060747664,-0.109437306,599000.0,0.04173913,-0.00150025,143.2674438,-0.040924547,0.020042063,163.3526303,0.022092914,0.017850736,21,0.166666667,2.5,20.0,0.176470588,2.333333333,41.0,0.242424242,-0.127659574,76.0,0.04109589,-0.05,,,,210.5,0.5,-39.5,0.947528659,0.01991304,0.018339694,0.047619048,0.047619048,0.047619048,,,,0.0,-0.058823529,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22947,Boyd tavern,Albemarle
3/1/2019,5/31/2019,90,zip code,2,9054,f,Zip Code: 22932,,Virginia,VA,Townhouse,13,408997.5,0.022429848,0.070674084,420565.0,0.015536147,-0.021714352,187.4916714,0.011198711,0.086088118,189.2538976,-0.014173082,0.112008305,14,-0.125,-0.066666667,14.0,-0.125,-0.066666667,35.0,-0.102564103,0.842105263,64.0,0.084745763,0.684210526,,,,111.0,20.5,19.0,0.991154501,-0.000980503,0.001568504,0.071428571,-0.053571429,-0.061904762,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22932,Yancey mills,Albemarle
12/1/2018,2/28/2019,90,zip code,2,9060,f,Zip Code: 22940,,Virginia,VA,All Residential,-1,382000.0,0.0,0.552845528,4195000.0,-0.45270711,0.146174863,248.6341314,0.0,0.164335444,3192.298439,-0.443586339,5.837382921,2,0.0,1.0,2.0,0.0,1.0,2.0,1.0,-0.5,7.0,0.0,-0.363636364,,,,164.0,0.0,9.0,0.94848968,0.0,0.001971788,0.0,0.0,0.0,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22940,Mission home,Albemarle
8/1/2021,10/31/2021,90,zip code,2,9062,f,Zip Code: 22943,,Virginia,VA,Single Family Residential,6,372000.0,0.660714286,-0.670431894,419500.0,-0.338849488,,243.1914077,0.146473779,-0.112532726,290.4206224,0.199485344,,2,1.0,0.0,2.0,1.0,0.0,2.0,0.0,,2.0,0.0,,,,,63.5,-21.5,-153.0,0.954139462,-0.04185876,-0.037667869,0.0,0.0,0.0,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22943,Greenwood,Albemarle
12/1/2021,2/28/2022,90,zip code,2,9054,f,Zip Code: 22932,,Virginia,VA,Single Family Residential,6,686208.0,0.054082949,0.168013617,661210.0,-0.025828703,0.143405072,231.9994017,0.001309418,0.274617845,242.1244798,-0.040390868,0.181236072,39,0.114285714,-0.1875,43.0,0.131578947,-0.085106383,29.0,0.035714286,-0.532258065,21.0,-0.3,-0.834645669,,,,130.0,19.0,-18.5,1.007056581,0.011969931,0.016371962,0.538461538,0.10989011,0.267628205,,,,0.279069767,0.121175031,0.236516576,"Charlottesville, VA",16820,2/10/2025 14:21,22932,Yancey mills,Albemarle
6/1/2016,8/31/2016,90,zip code,2,9038,f,Zip Code: 22901,,Virginia,VA,Townhouse,13,219000.0,-0.022321429,0.004587156,212450.0,-0.066153846,-0.145637705,129.8701299,0.040631394,-0.053133703,158.2742817,0.143076347,0.09327215,63,0.06779661,-0.086956522,62.0,0.068965517,-0.101449275,36.0,-0.142857143,-0.294117647,57.0,-0.219178082,-0.337209302,,,,101.0,7.0,16.0,0.984303234,-0.001752565,-0.007154708,0.253968254,-0.017218187,-0.050379572,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22901,Charlottesville,Albemarle
5/1/2018,7/31/2018,90,zip code,2,9056,f,Zip Code: 22936,,Virginia,VA,All Residential,-1,355000.0,-0.183908046,-0.1125,478000.0,-0.089437089,-0.004062923,154.0364291,-0.016999708,-0.09680775,176.6882516,0.035571654,0.102661594,27,-0.129032258,0.038461538,27.0,-0.129032258,0.038461538,25.0,-0.342105263,0.041666667,51.0,-0.163934426,0.0,,,,81.0,-26.0,-41.0,0.983073481,0.008744022,0.014720134,0.222222222,0.0609319,0.106837607,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22936,Earlysville,Albemarle
6/1/2022,8/31/2022,90,zip code,2,9071,f,Zip Code: 22959,,Virginia,VA,All Residential,-1,840000.0,0.142857143,1.847457627,699000.0,0.0,1.71984965,210.6695218,0.024994613,0.234023504,193.6733376,0.0,0.426734432,4,0.0,0.333333333,3.0,0.0,0.0,3.0,0.0,0.5,1.0,-0.5,-0.8,,,,6.5,-1.0,-49.5,1.009145647,-0.030156717,0.072299861,0.5,0.0,0.5,,,,0.666666667,-0.333333333,0.666666667,"Charlottesville, VA",16820,2/10/2025 14:21,22959,Alberene,Albemarle
3/1/2015,5/31/2015,90,zip code,2,9065,f,Zip Code: 22947,,Virginia,VA,All Residential,-1,587371.0,0.116823532,-0.021048333,644500.0,-0.007698229,-0.064586357,189.3737014,0.132961719,0.132753745,160.1846924,-0.01264812,-0.013486928,9,0.285714286,-0.526315789,9.0,0.285714286,-0.526315789,40.0,-0.047619048,-0.130434783,90.0,0.011235955,0.058823529,,,,231.0,51.0,-37.0,1.002693864,-0.000128705,0.051616804,0.333333333,-0.095238095,0.228070175,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22947,Boyd tavern,Albemarle
8/1/2022,10/31/2022,90,zip code,2,9060,f,Zip Code: 22940,,Virginia,VA,All Residential,-1,626250.0,-0.068773234,0.265151515,395000.0,-0.116331096,-0.281752887,254.7257374,-0.2390386,-0.166352132,216.7947311,-0.050025404,-0.035034863,6,0.0,5.0,6.0,0.0,5.0,5.0,0.25,0.25,1.0,0.0,-0.888888889,,,,33.0,8.0,-56.0,0.946932833,-0.11215944,-0.043265207,0.0,-0.166666667,0.0,,,,0.166666667,0.0,0.166666667,"Charlottesville, VA",16820,2/10/2025 14:21,22940,Mission home,Albemarle
12/1/2020,2/28/2021,90,zip code,2,9038,f,Zip Code: 22901,,Virginia,VA,Condo/Co-op,3,140950.0,-0.010877193,-0.258157895,196000.0,0.186081694,0.178947368,163.4679573,-0.006705483,-0.07683622,182.4884975,0.012979923,0.160149842,18,0.0,1.571428571,18.0,0.0,1.571428571,16.0,0.0,0.6,23.0,-0.041666667,0.769230769,,,,74.5,-2.0,0.5,0.961675658,-0.013033843,-0.005746047,0.055555556,0.0,-0.087301587,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22901,Charlottesville,Albemarle
4/1/2021,6/30/2021,90,zip code,2,9038,f,Zip Code: 22901,,Virginia,VA,All Residential,-1,402500.0,0.0,0.087837838,424950.0,0.014200477,-0.000117647,190.928689,-0.00999939,0.104557823,187.7400932,0.008385654,0.020750545,196,0.126436782,0.232704403,194.0,0.134502924,0.227848101,222.0,-0.101214575,0.450980392,208.0,-0.067264574,-0.023474178,,,,58.0,-5.0,-34.0,1.019471071,0.012294075,0.035446558,0.520408163,0.095120807,0.356886151,,,,0.015463918,0.003768011,-0.003523424,"Charlottesville, VA",16820,2/10/2025 14:21,22901,Charlottesville,Albemarle
5/1/2017,7/31/2017,90,zip code,2,9071,f,Zip Code: 22959,,Virginia,VA,All Residential,-1,241000.0,-0.023154481,-0.230646449,311950.0,0.014801561,0.201193685,148.1481481,-0.023349399,0.158057788,147.4565344,0.042033349,0.073147724,7,-0.125,0.75,7.0,-0.125,0.75,12.0,-0.142857143,0.5,19.0,0.055555556,0.117647059,,,,87.0,-6.0,-2.5,0.942275397,-0.013287004,-0.031255384,0.142857143,-0.107142857,-0.107142857,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22959,Alberene,Albemarle
8/1/2020,10/31/2020,90,zip code,2,9038,f,Zip Code: 22901,,Virginia,VA,All Residential,-1,390000.0,0.016154247,0.083634343,399400.0,0.001002506,0.065066667,178.8389735,0.009117912,0.056201938,187.9848314,0.012525195,0.09561492,145,-0.039735099,0.028368794,145.0,-0.039735099,0.035714286,164.0,-0.073446328,0.064935065,216.0,0.014084507,-0.152941176,,,,68.0,-7.5,-7.0,0.991707168,0.004714258,0.015976256,0.248275862,0.036355332,0.127708486,,,,0.013793103,0.007170587,-0.000492611,"Charlottesville, VA",16820,2/10/2025 14:21,22901,Charlottesville,Albemarle
10/1/2017,12/31/2017,90,zip code,2,9048,f,Zip Code: 22911,,Virginia,VA,Townhouse,13,299000.0,0.095238095,0.108041453,269450.0,-0.059511344,-0.098455547,141.293725,-0.000689455,-0.05565166,144.5953307,-0.016545753,-0.056710453,49,-0.039215686,0.166666667,49.0,-0.039215686,0.195121951,52.0,-0.235294118,0.209302326,114.0,-0.05,0.753846154,,,,150.0,25.0,-3.0,0.996480197,-0.000506367,-0.005798733,0.244897959,-0.049219688,-0.112244898,,,,0.040816327,0.040816327,0.016426083,"Charlottesville, VA",16820,2/10/2025 14:21,22911,Zcta 22911,Albemarle
9/1/2022,11/30/2022,90,zip code,2,9065,f,Zip Code: 22947,,Virginia,VA,Townhouse,13,345000.0,-0.032258065,-0.010043042,345000.0,0.0,0.0,204.0212892,0.083173786,0.012788609,204.0212892,0.0,0.023063276,1,-0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,3.0,-8.0,-32.0,1.0,0.0,-0.010144928,0.0,0.0,-1.0,,,,1.0,0.0,1.0,"Charlottesville, VA",16820,2/10/2025 14:21,22947,Boyd tavern,Albemarle
12/1/2019,2/29/2020,90,zip code,2,9841,f,Zip Code: 24590,,Virginia,VA,All Residential,-1,210000.0,-0.086545467,0.079969144,278120.0,0.159074807,0.214497817,128.3084917,0.0,0.05629159,137.5,-0.016746411,0.030017921,20,-0.230769231,0.0,19.0,-0.208333333,0.055555556,24.0,0.2,-0.172413793,56.0,0.098039216,0.142857143,,,,91.5,-3.5,-0.5,0.970878035,-0.002523445,0.019920431,0.1,-0.053846154,0.0,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,24590,Scottsville,Albemarle
10/1/2012,12/31/2012,90,zip code,2,9056,f,Zip Code: 22936,,Virginia,VA,Single Family Residential,6,350000.0,0.073784323,0.198630137,387250.0,-0.049693252,-0.07820993,131.3172194,-0.052276894,0.041090473,149.189463,0.0448122,-0.043397163,15,0.071428571,0.0,15.0,0.071428571,0.0,14.0,-0.125,0.0,44.0,-0.043478261,-0.185185185,,,,353.0,-0.5,155.0,0.930969416,0.019903369,-0.06118438,0.2,0.128571429,0.0,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22936,Earlysville,Albemarle
9/1/2012,11/30/2012,90,zip code,2,9057,f,Zip Code: 22937,,Virginia,VA,All Residential,-1,181000.0,-0.5475,-0.081218274,867000.0,3.389873418,3.851163832,153.9115646,-0.111160714,0.656592121,174.0493857,0.271075924,0.70363634,3,2.0,0.5,2.0,1.0,0.0,2.0,-0.6,-0.333333333,11.0,-0.153846154,-0.3125,,,,369.0,-64.0,36.5,0.952617891,0.011219915,-0.017570184,0.0,0.0,0.0,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22937,Esmont,Albemarle
10/1/2023,12/31/2023,90,zip code,2,9057,f,Zip Code: 22937,,Virginia,VA,Single Family Residential,6,370000.0,0.243697479,5.727272727,202450.0,0.066087414,-0.785141947,214.1203704,-0.020793951,9.308922559,203.2772436,0.113261366,-0.311568062,3,0.5,2.0,5.0,0.25,1.5,4.0,0.333333333,1.0,5.0,0.0,0.25,,,,48.0,8.0,-54.0,0.900011557,-0.080507924,0.212511557,0.0,0.0,0.0,,,,0.2,-0.05,0.2,"Charlottesville, VA",16820,2/10/2025 14:21,22937,Esmont,Albemarle
1/1/2012,3/31/2012,90,zip code,2,9054,f,Zip Code: 22932,,Virginia,VA,Single Family Residential,6,336050.0,0.128157784,0.166840278,448415.0,0.003221657,0.369624313,134.6794697,0.039888754,0.081611865,150.7731959,0.028485876,0.078080341,26,0.238095238,0.529411765,26.0,0.238095238,0.625,63.0,0.285714286,0.3125,106.0,0.029126214,-0.086206897,,,,218.0,49.0,-82.0,0.993702978,-0.001651888,0.054356358,0.423076923,-0.053113553,0.246606335,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22932,Yancey mills,Albemarle
4/1/2017,6/30/2017,90,zip code,2,9038,f,Zip Code: 22901,,Virginia,VA,Townhouse,13,231000.0,0.020092736,-0.031446541,234950.0,-0.051473557,0.021966072,148.2267981,0.022573015,0.145323162,142.2892295,-0.063297624,-0.11134794,52,0.04,0.06122449,51.0,0.040816327,0.040816327,46.0,-0.178571429,-0.098039216,65.0,-0.044117647,-0.1875,,,,73.0,11.0,-7.0,0.994326418,0.006099407,0.007313431,0.326923077,0.026923077,0.020800628,,,,0.039215686,-0.00160064,0.018807523,"Charlottesville, VA",16820,2/10/2025 14:21,22901,Charlottesville,Albemarle
9/1/2013,11/30/2013,90,zip code,2,9053,f,Zip Code: 22931,,Virginia,VA,Single Family Residential,6,156500.0,0.0,,379450.0,0.0,,101.8880208,0.0,,168.4649786,0.0,,1,0.0,,1.0,0.0,,2.0,0.0,,3.0,0.0,,,,,519.0,0.0,,1.009677419,0.0,,1.0,0.0,,,,,0.0,0.0,,"Charlottesville, VA",16820,2/10/2025 14:21,22931,Covesville,Albemarle
2/1/2015,4/30/2015,90,zip code,2,9048,f,Zip Code: 22911,,Virginia,VA,All Residential,-1,335000.0,0.0,0.155570887,333844.5,0.027213846,0.015018014,136.9135508,0.003255892,-0.005031484,140.0669176,-0.003265239,-0.029007658,59,0.43902439,0.072727273,58.0,0.414634146,0.054545455,156.0,0.138686131,0.054054054,248.0,0.068965517,-0.053435115,,,,179.0,21.0,16.0,0.989610419,0.007282411,0.00183814,0.220338983,0.07399752,-0.05238829,,,,0.017241379,0.017241379,0.017241379,"Charlottesville, VA",16820,2/10/2025 14:21,22911,Zcta 22911,Albemarle
4/1/2015,6/30/2015,90,zip code,2,9057,f,Zip Code: 22937,,Virginia,VA,All Residential,-1,81250.0,-0.044117647,-0.213075061,159900.0,0.23,-0.901584859,71.13329987,-0.204980766,-0.050657693,72.21820809,0.021697597,-0.793056807,6,-0.142857143,0.5,6.0,-0.142857143,0.5,7.0,0.4,-0.3,9.0,0.0,-0.526315789,,,,125.0,-37.0,-15.5,0.845783907,-0.013913987,-0.095913147,0.0,0.0,0.0,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22937,Esmont,Albemarle
4/1/2014,6/30/2014,90,zip code,2,9071,f,Zip Code: 22959,,Virginia,VA,All Residential,-1,385000.0,0.0,0.423290203,409000.0,-0.073402809,0.090812108,148.4194295,0.0,0.206005239,156.7650441,-0.091075493,-0.017019208,3,0.0,-0.25,3.0,0.0,0.0,7.0,0.0,0.75,12.0,0.090909091,0.0,,,,19.0,0.0,-107.5,0.979570822,0.110523838,0.006996412,0.333333333,0.0,0.083333333,,,,0.333333333,0.0,0.333333333,"Charlottesville, VA",16820,2/10/2025 14:21,22959,Alberene,Albemarle
3/1/2016,5/31/2016,90,zip code,2,9065,f,Zip Code: 22947,,Virginia,VA,All Residential,-1,607500.0,0.0,0.034269652,685000.0,0.055469954,0.06283941,138.3385937,-0.096342066,-0.269494166,178.2503211,0.098799279,0.112779995,26,0.3,1.888888889,25.0,0.25,1.777777778,59.0,0.204081633,0.475,84.0,0.090909091,-0.066666667,,,,130.0,-22.0,-101.0,0.933355198,-0.010076645,-0.069338666,0.038461538,0.038461538,-0.294871795,,,,0.04,-0.01,0.04,"Charlottesville, VA",16820,2/10/2025 14:21,22947,Boyd tavern,Albemarle
9/1/2024,11/30/2024,90,zip code,2,9065,f,Zip Code: 22947,,Virginia,VA,All Residential,-1,752250.0,-0.199734043,0.135471698,793572.5,0.0,0.018706675,218.423397,-0.129218724,0.056477072,251.0886221,0.002776531,0.009253508,14,-0.481481481,0.166666667,14.0,-0.3,-0.176470588,28.0,0.0,0.076923077,23.0,-0.041666667,-0.08,,,,34.0,18.0,22.0,0.966712494,-0.017278918,-0.031202957,0.214285714,-0.082010582,0.047619048,,,,0.142857143,-0.157142857,-0.210084034,"Charlottesville, VA",16820,2/10/2025 14:21,22947,Boyd tavern,Albemarle
4/1/2018,6/30/2018,90,zip code,2,9071,f,Zip Code: 22959,,Virginia,VA,All Residential,-1,400000.0,0.103448276,0.621320363,549000.0,0.088206145,0.785946649,135.1351351,0.061364415,-0.109136276,154.0832049,-0.001959504,0.088862143,5,-0.166666667,-0.375,5.0,-0.166666667,-0.375,9.0,-0.25,-0.357142857,19.0,0.0,0.055555556,,,,64.0,-92.5,-29.0,0.951525863,0.01065865,-0.004036538,0.0,0.0,-0.25,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22959,Alberene,Albemarle
6/1/2012,8/31/2012,90,zip code,2,9056,f,Zip Code: 22936,,Virginia,VA,Single Family Residential,6,350000.0,0.060606061,0.243339254,299500.0,-0.187686466,-0.042825184,130.6165099,0.011411675,-0.048296576,140.6602709,0.11979904,-0.002966236,17,-0.291666667,1.833333333,17.0,-0.291666667,1.833333333,15.0,0.0,-0.4,53.0,0.019230769,-0.14516129,,,,137.0,-9.0,41.0,0.966087599,-0.004997481,-0.016530793,0.235294118,0.110294118,0.068627451,,,,0.0,0.0,-0.166666667,"Charlottesville, VA",16820,2/10/2025 14:21,22936,Earlysville,Albemarle
11/1/2015,1/31/2016,90,zip code,2,9054,f,Zip Code: 22932,,Virginia,VA,Single Family Residential,6,520000.0,-0.061118479,0.130589624,559900.0,0.000804361,0.143820225,170.8333333,-0.011603344,0.007327586,190.5735163,-0.021580432,0.049348409,25,-0.305555556,0.315789474,25.0,-0.305555556,0.315789474,23.0,-0.361111111,-0.378378378,86.0,-0.022727273,-0.14,,,,173.0,-1.5,-27.0,0.992496112,-0.013765463,0.017574456,0.4,-0.044444444,0.084210526,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22932,Yancey mills,Albemarle
2/1/2016,4/30/2016,90,zip code,2,9054,f,Zip Code: 22932,,Virginia,VA,All Residential,-1,444000.0,-0.065263158,0.112781955,549848.5,0.010920025,0.374964991,173.2531501,0.083409698,0.064361371,178.7321017,0.01369872,0.088514258,41,0.518518519,0.0,41.0,0.518518519,0.0,110.0,0.486486486,0.208791209,167.0,0.151724138,0.091503268,,,,168.0,-39.0,20.0,0.992319076,0.002764454,0.011260843,0.243902439,-0.052393857,-0.048780488,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22932,Yancey mills,Albemarle
9/1/2013,11/30/2013,90,zip code,2,9065,f,Zip Code: 22947,,Virginia,VA,All Residential,-1,582000.0,0.0,0.699270073,588100.0,-0.073128448,-0.15381295,176.9584837,0.02507146,0.367679128,177.0205604,-0.051192417,0.01600233,28,0.076923077,0.333333333,28.0,0.076923077,0.4,20.0,-0.310344828,-0.047619048,77.0,-0.072289157,0.262295082,,,,163.5,20.5,-49.5,0.936148487,-0.016347096,-0.004913395,0.142857143,0.027472527,0.0,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22947,Boyd tavern,Albemarle
4/1/2013,6/30/2013,90,zip code,2,9038,f,Zip Code: 22901,,Virginia,VA,Townhouse,13,185000.0,-0.019347999,-0.075,219900.0,0.073206442,0.099774944,125.6105749,0.09480304,0.096204564,132.6304107,-0.001200727,0.046510724,40,0.333333333,0.176470588,40.0,0.333333333,0.176470588,57.0,-0.095238095,0.14,105.0,-0.036697248,0.25,,,,103.0,11.5,-22.0,0.983244047,-0.000552925,0.026058548,0.275,0.041666667,0.186764706,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22901,Charlottesville,Albemarle
6/1/2015,8/31/2015,90,zip code,2,9054,f,Zip Code: 22932,,Virginia,VA,Single Family Residential,6,419950.0,0.049875,-0.053100338,499000.0,0.013403737,0.074217909,161.235649,0.013105399,0.062273654,181.8544168,0.038800639,0.081257429,62,0.24,0.192307692,62.0,0.24,0.192307692,53.0,-0.116666667,0.204545455,107.0,-0.12295082,0.019047619,,,,129.0,13.0,0.0,0.986927533,0.002482921,0.00412689,0.193548387,-0.006451613,-0.075682382,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22932,Yancey mills,Albemarle
4/1/2020,6/30/2020,90,zip code,2,9055,f,Zip Code: 22935,,Virginia,VA,Single Family Residential,6,950000.0,,2.182579564,642900.0,,-0.412876712,217.7400871,,0.473343769,293.2492215,,-0.086109748,1,,-0.5,1.0,,-0.5,2.0,,-0.333333333,2.0,,-0.333333333,,,,435.0,,170.0,0.867579909,,-0.099667084,0.0,,0.0,,,,0.0,,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22935,Boonesville,Albemarle
6/1/2018,8/31/2018,90,zip code,2,9071,f,Zip Code: 22959,,Virginia,VA,All Residential,-1,468500.0,0.02967033,0.898971475,439950.0,-0.19863388,0.013709677,197.7739092,0.278532256,0.330282055,138.1848272,-0.280747975,-0.137891746,4,-0.2,-0.333333333,4.0,-0.2,-0.333333333,4.0,-0.428571429,0.0,15.0,0.0,-0.0625,,,,63.5,0.5,-40.5,0.978260209,-0.00684937,0.012354523,0.0,0.0,-0.166666667,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22959,Alberene,Albemarle
