period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city_x,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated,zipcode,city_y,county
8/1/2017,10/31/2017,90,zip code,2,9048,f,Zip Code: 22911,,Virginia,VA,All Residential,-1,334000.0,0.037213932,0.14634816,356040.0,-0.028765498,0.00295783,150.5465044,0.010197924,0.008472772,150.5984683,-0.008180615,-0.012525072,127,0.007936508,0.233009709,125.0,0.008064516,0.213592233,158.0,0.006369427,0.58,287.0,-0.191549296,0.221276596,,,,137.0,7.0,16.0,0.996598899,-0.00056715,0.007051718,0.31496063,-0.010436195,-0.00542772,,,,0.016,-0.008193548,0.006291262,"Charlottesville, VA",16820,2/10/2025 14:21,22911,Zcta 22911,Albemarle
4/1/2014,6/30/2014,90,zip code,2,9038,f,Zip Code: 22901,,Virginia,VA,Multi-Family (2-4 Unit),4,230000.0,,0.15,315000.0,,0.507177033,82.14285714,,0.002142857,141.509434,,0.252595468,1,,0.0,1.0,,0.0,1.0,,0.0,3.0,,0.5,,,,110.0,,-1239.0,0.852167469,,-0.100667214,0.0,,0.0,,,,0.0,,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22901,Charlottesville,Albemarle
11/1/2014,1/31/2015,90,zip code,2,9048,f,Zip Code: 22911,,Virginia,VA,Townhouse,13,265000.0,0.031128405,0.061900802,269000.0,0.05078125,0.076430572,133.7402886,-0.007907024,0.071466539,147.3069435,0.009158512,0.110756648,23,-0.041666667,0.045454545,23.0,-0.041666667,0.045454545,31.0,0.24,0.476190476,63.0,0.086206897,-0.202531646,,,,148.0,-20.0,-16.0,0.989089105,0.008091727,0.016013936,0.173913043,0.007246377,-0.007905138,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22911,Zcta 22911,Albemarle
11/1/2018,1/31/2019,90,zip code,2,9038,f,Zip Code: 22901,,Virginia,VA,All Residential,-1,397700.0,0.06017994,0.049340369,452747.5,0.056710235,0.093645828,157.9586877,-0.007850629,-0.070808019,183.2269765,0.050609064,0.01825185,111,-0.075,0.037383178,110.0,-0.06779661,0.037735849,78.0,-0.071428571,-0.178947368,168.0,-0.142857143,-0.125,,,,141.0,1.5,49.0,0.982896097,-0.000663425,-0.001964651,0.135135135,-0.031531532,-0.014397575,,,,0.036363636,0.010939908,-0.010806175,"Charlottesville, VA",16820,2/10/2025 14:21,22901,Charlottesville,Albemarle
3/1/2024,5/31/2024,90,zip code,2,9054,f,Zip Code: 22932,,Virginia,VA,Single Family Residential,6,678927.0,0.021767185,0.060823438,700000.0,0.033286589,0.069005855,283.4500553,0.106335456,0.221015623,268.9119171,0.07056788,0.110693833,39,0.625,0.344827586,45.0,0.097560976,-0.181818182,55.0,0.145833333,-0.153846154,25.0,0.041666667,0.086956522,,,,10.0,2.0,2.0,1.013879428,0.000274377,-0.002892646,0.564102564,-0.019230769,0.115826702,,,,0.555555556,0.01897019,-0.135353535,"Charlottesville, VA",16820,2/10/2025 14:21,22932,Yancey mills,Albemarle
7/1/2022,9/30/2022,90,zip code,2,9053,f,Zip Code: 22931,,Virginia,VA,Single Family Residential,6,407500.0,0.509259259,,314500.0,-0.046969697,,230.1851102,0.405708181,,91.44513743,0.301292016,,2,-0.5,,,,,2.0,1.0,,2.0,1.0,,,,,18.0,-6.0,,1.023917995,0.034479471,,0.5,0.25,,,,,,,,"Charlottesville, VA",16820,2/10/2025 14:21,22931,Covesville,Albemarle
5/1/2016,7/31/2016,90,zip code,2,9048,f,Zip Code: 22911,,Virginia,VA,Townhouse,13,249250.0,0.008088979,-0.055871212,263774.5,0.002963935,-0.009474366,139.7199875,0.009552551,0.03621427,144.6491612,-0.011534861,0.03319434,42,0.0,-0.045454545,42.0,0.0,-0.045454545,60.0,-0.178082192,1.307692308,102.0,-0.037735849,0.854545455,,,,97.5,11.5,-16.0,0.989070442,0.006409092,0.002561642,0.238095238,0.095238095,0.010822511,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22911,Zcta 22911,Albemarle
8/1/2024,10/31/2024,90,zip code,2,9038,f,Zip Code: 22901,,Virginia,VA,Single Family Residential,6,777450.0,0.043557047,0.369955947,775000.0,0.034712951,0.107024247,244.8902654,-0.044872165,-0.04136896,279.96,0.068368725,0.053188714,52,-0.1875,-0.037037037,72.0,0.125,0.309090909,101.0,0.328947368,0.294871795,51.0,0.159090909,0.5,,,,25.0,12.0,15.0,0.990795476,-0.009364763,-0.015682529,0.365384615,-0.040865385,0.013532764,,,,0.486111111,-0.029513889,-0.095707071,"Charlottesville, VA",16820,2/10/2025 14:21,22901,Charlottesville,Albemarle
12/1/2012,2/28/2013,90,zip code,2,9057,f,Zip Code: 22937,,Virginia,VA,All Residential,-1,259950.0,0.436187845,0.249759615,49990.0,0.0,-0.735502646,126.6517955,-0.098633975,0.830744438,85.22657686,0.0,-0.137434044,2,-0.333333333,0.0,2.0,0.0,0.0,5.0,0.0,0.25,10.0,-0.166666667,-0.285714286,,,,253.5,-0.5,86.5,0.98245614,0.022000148,0.16403382,0.0,0.0,0.0,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22937,Esmont,Albemarle
1/1/2019,3/31/2019,90,zip code,2,9038,f,Zip Code: 22901,,Virginia,VA,Multi-Family (2-4 Unit),4,336500.0,,,265000.0,,,118.9177096,,,108.9638158,,,2,,,2.0,,,3.0,,,3.0,,,,,,91.0,,,0.858541585,,,0.0,,,,,,0.0,,,"Charlottesville, VA",16820,2/10/2025 14:21,22901,Charlottesville,Albemarle
11/1/2022,1/31/2023,90,zip code,2,9065,f,Zip Code: 22947,,Virginia,VA,All Residential,-1,867000.0,-0.025253468,0.167403194,762000.0,-0.053298546,0.2192,278.6668437,-0.037235981,0.271387702,276.2860418,0.036348987,0.548583984,20,-0.166666667,-0.333333333,19.0,0.0,-0.472222222,20.0,-0.130434783,0.538461538,31.0,0.148148148,1.066666667,,,,13.5,-3.5,-150.5,0.975813367,-0.001598925,-0.011407081,0.2,-0.008333333,-0.1,,,,0.368421053,-0.157894737,0.312865497,"Charlottesville, VA",16820,2/10/2025 14:21,22947,Boyd tavern,Albemarle
4/1/2013,6/30/2013,90,zip code,2,9055,f,Zip Code: 22935,,Virginia,VA,All Residential,-1,548606.0,0.0,1.15562279,194950.0,0.695217391,0.010632507,195.9307143,0.0,-0.014000875,73.14617681,0.242212898,-0.440463373,1,0.0,-0.5,1.0,0.0,-0.5,2.0,1.0,-0.5,7.0,0.166666667,-0.125,,,,2460.0,0.0,2336.0,1.055214464,0.0,0.07425254,1.0,0.0,1.0,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22935,Boonesville,Albemarle
10/1/2018,12/31/2018,90,zip code,2,9054,f,Zip Code: 22932,,Virginia,VA,Single Family Residential,6,495000.0,-0.004925118,-0.185025544,539500.0,0.0,-0.088087841,190.2545853,0.003353771,0.097073796,200.0760596,0.042055039,-0.010322718,35,0.029411765,0.296296296,35.0,0.060606061,0.296296296,34.0,-0.291666667,0.0,108.0,-0.076923077,0.186813187,,,,159.0,6.0,2.0,0.983533735,0.003514266,-0.004773736,0.114285714,-0.032773109,-0.107936508,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22932,Yancey mills,Albemarle
9/1/2023,11/30/2023,90,zip code,2,9056,f,Zip Code: 22936,,Virginia,VA,Single Family Residential,6,403500.0,-0.082954545,-0.238679245,459500.0,-0.062244898,-0.051599587,214.0065829,0.06693137,-0.005802239,239.8331595,-0.095046548,0.120742596,12,-0.076923077,-0.2,11.0,-0.153846154,-0.266666667,10.0,-0.230769231,-0.444444444,5.0,-0.5,-0.583333333,,,,38.0,0.0,30.5,0.957330192,-0.015867924,-0.059028594,0.0,-0.076923077,-0.533333333,,,,0.363636364,-0.020979021,-0.236363636,"Charlottesville, VA",16820,2/10/2025 14:21,22936,Earlysville,Albemarle
7/1/2021,9/30/2021,90,zip code,2,9071,f,Zip Code: 22959,,Virginia,VA,Single Family Residential,6,210000.0,-0.288135593,-0.577889447,181999.5,-0.291829362,-0.821353691,101.5004413,-0.405448262,-0.31575667,220.2394348,0.622439045,0.013723192,3,0.0,0.5,3.0,0.0,0.5,2.0,0.0,-0.666666667,5.0,0.0,-0.615384615,,,,65.0,9.0,-146.5,0.953512453,0.016666667,-0.049352841,0.333333333,0.333333333,-0.166666667,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22959,Alberene,Albemarle
2/1/2017,4/30/2017,90,zip code,2,9065,f,Zip Code: 22947,,Virginia,VA,Single Family Residential,6,600000.0,-0.008264463,-0.012345679,699000.0,0.076253897,0.077041602,151.5151515,-0.017843044,-0.01026991,166.9088057,0.070502489,0.028886087,23,0.15,0.15,23.0,0.15,0.15,49.0,0.225,0.0,80.0,0.066666667,0.038961039,,,,188.5,-77.5,36.5,0.966071296,0.003022722,0.022639453,0.086956522,0.036956522,0.086956522,,,,0.043478261,-0.006521739,-0.006521739,"Charlottesville, VA",16820,2/10/2025 14:21,22947,Boyd tavern,Albemarle
4/1/2012,6/30/2012,90,zip code,2,9038,f,Zip Code: 22901,,Virginia,VA,Multi-Family (2-4 Unit),4,275000.0,,,299900.0,,,115.5947877,,,126.0613703,,,1,,,1.0,,,1.0,,,2.0,,,,,,38.0,,,0.916972324,,,0.0,,,,,,0.0,,,"Charlottesville, VA",16820,2/10/2025 14:21,22901,Charlottesville,Albemarle
11/1/2014,1/31/2015,90,zip code,2,9841,f,Zip Code: 24590,,Virginia,VA,Single Family Residential,6,176450.0,0.153267974,0.261258041,165000.0,-0.069898534,0.049618321,121.1120799,0.261668412,0.20690759,115.2901786,-0.004499387,0.057956933,10,-0.5,-0.411764706,9.0,-0.526315789,-0.470588235,19.0,-0.05,-0.095238095,100.0,0.063829787,0.492537313,,,,156.0,0.0,-17.0,0.968801392,0.023192437,-0.022603175,0.2,0.05,0.023529412,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,24590,Scottsville,Albemarle
8/1/2022,10/31/2022,90,zip code,2,9048,f,Zip Code: 22911,,Virginia,VA,Single Family Residential,6,670222.0,0.05365576,0.488555247,645871.0,-0.006352308,0.23655457,214.7928994,0.052140233,0.216587936,237.6190476,0.059273554,0.224914207,59,-0.243589744,0.134615385,38.0,-0.155555556,-0.254901961,63.0,-0.045454545,-0.136986301,36.0,-0.142857143,-0.643564356,,,,20.0,9.0,-39.0,1.012694061,-0.008878938,0.005904646,0.355932203,-0.131247284,-0.163298566,,,,0.526315789,-0.073684211,0.526315789,"Charlottesville, VA",16820,2/10/2025 14:21,22911,Zcta 22911,Albemarle
3/1/2022,5/31/2022,90,zip code,2,9048,f,Zip Code: 22911,,Virginia,VA,All Residential,-1,424100.0,0.040144016,0.126427623,472450.0,0.061718796,0.196075949,202.4292602,-0.000505528,0.142107021,203.599896,-0.024399674,0.141968866,118,0.388235294,-0.032786885,129.0,0.162162162,0.057377049,160.0,-0.053254438,-0.153439153,61.0,-0.102941176,-0.721461187,,,,6.0,1.0,-50.5,1.029672154,0.008711264,0.026433839,0.610169492,-0.01335992,0.159349819,,,,0.775193798,-0.125707102,0.775193798,"Charlottesville, VA",16820,2/10/2025 14:21,22911,Zcta 22911,Albemarle
5/1/2015,7/31/2015,90,zip code,2,9054,f,Zip Code: 22932,,Virginia,VA,Townhouse,13,311457.0,-0.021690683,0.055786441,299900.0,0.0169549,-0.016721311,142.9811145,-0.028558316,-0.025305013,166.4261931,0.083112402,0.02693146,18,0.125,1.571428571,17.0,0.0625,1.428571429,9.0,-0.181818182,0.285714286,25.0,0.0,0.086956522,,,,142.5,-16.5,-210.5,0.984844046,-0.020099035,0.013056262,0.5,-0.0625,0.214285714,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22932,Yancey mills,Albemarle
7/1/2020,9/30/2020,90,zip code,2,9054,f,Zip Code: 22932,,Virginia,VA,All Residential,-1,434000.0,-0.002903985,-0.058077958,469101.0,0.017902769,-0.061610322,187.0786897,-0.006825181,0.000351327,196.2463199,-0.008739019,-0.005463565,104,0.11827957,0.283950617,103.0,0.119565217,0.2875,133.0,0.166666667,0.873239437,226.0,0.03196347,0.313953488,,,,140.5,-0.5,-11.5,0.994171383,-0.000590504,0.005833794,0.173076923,0.001033912,-0.049145299,,,,0.0,0.0,-0.0125,"Charlottesville, VA",16820,2/10/2025 14:21,22932,Yancey mills,Albemarle
7/1/2021,9/30/2021,90,zip code,2,9038,f,Zip Code: 22901,,Virginia,VA,All Residential,-1,409000.0,-0.007883566,0.065659197,380000.0,0.021505376,-0.047619048,192.9651545,0.001706485,0.08882639,196.5525184,0.035551028,0.05867253,171,-0.161764706,0.132450331,170.0,-0.162561576,0.125827815,136.0,-0.081081081,-0.231638418,157.0,0.006410256,-0.262910798,,,,63.5,1.5,-12.0,1.009953184,-0.009004245,0.022960273,0.438596491,-0.081011352,0.226675961,,,,0.011764706,-0.007939728,0.005142189,"Charlottesville, VA",16820,2/10/2025 14:21,22901,Charlottesville,Albemarle
4/1/2021,6/30/2021,90,zip code,2,9053,f,Zip Code: 22931,,Virginia,VA,Single Family Residential,6,866250.0,0.0,,350000.0,0.3728182,,231.5303887,0.0,,85.17887564,0.039376434,,2,0.0,,1.0,0.0,,3.0,0.5,,3.0,0.5,,,,,124.5,0.0,,0.93004912,0.0,,0.0,0.0,,,,,0.0,0.0,,"Charlottesville, VA",16820,2/10/2025 14:21,22931,Covesville,Albemarle
1/1/2017,3/31/2017,90,zip code,2,9056,f,Zip Code: 22936,,Virginia,VA,Single Family Residential,6,467500.0,0.263513514,0.612068966,515000.0,0.093418259,0.373333333,145.3141456,0.011525399,0.039814995,174.4805541,-0.001644431,0.074301697,12,0.2,-0.2,12.0,0.2,-0.142857143,41.0,1.277777778,0.242424242,56.0,0.272727273,0.056603774,,,,105.5,5.5,-129.5,0.972934661,0.007897008,0.005208005,0.0,0.0,-0.133333333,,,,0.083333333,0.083333333,0.083333333,"Charlottesville, VA",16820,2/10/2025 14:21,22936,Earlysville,Albemarle
8/1/2016,10/31/2016,90,zip code,2,9054,f,Zip Code: 22932,,Virginia,VA,Townhouse,13,298500.0,-0.008305648,0.029310345,397445.0,-0.002628657,0.529228662,144.7719441,-0.103327583,-0.031342277,163.9130435,-0.053865127,0.135601552,6,-0.4,-0.538461538,6.0,-0.4,-0.538461538,11.0,0.1,0.571428571,17.0,0.214285714,0.133333333,,,,111.5,-36.5,-90.5,1.000396799,0.000547825,0.023781046,0.333333333,0.133333333,-0.051282051,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22932,Yancey mills,Albemarle
5/1/2020,7/31/2020,90,zip code,2,9055,f,Zip Code: 22935,,Virginia,VA,All Residential,-1,950000.0,0.0,1.506596306,447450.0,-0.304013066,-0.573654121,217.7400871,0.0,0.227732364,232.475,-0.207244272,-0.342028657,1,0.0,-0.666666667,1.0,0.0,-0.666666667,4.0,1.0,1.0,5.0,1.5,1.5,,,,435.0,0.0,171.0,0.867579909,0.0,-0.084356808,0.0,0.0,0.0,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22935,Boonesville,Albemarle
3/1/2018,5/31/2018,90,zip code,2,9071,f,Zip Code: 22959,,Virginia,VA,Single Family Residential,6,362500.0,1.416666667,-0.01226158,504500.0,0.173255814,0.423331923,127.3220895,0.22229206,-0.179794243,154.3857243,0.1061546,0.069702731,6,1.0,0.2,6.0,1.0,0.2,12.0,0.5,-0.333333333,19.0,0.0,-0.173913043,,,,156.5,-217.5,69.5,0.940867213,0.055509599,-0.006064059,0.0,0.0,-0.2,,,,0.0,0.0,-0.2,"Charlottesville, VA",16820,2/10/2025 14:21,22959,Alberene,Albemarle
6/1/2015,8/31/2015,90,zip code,2,9056,f,Zip Code: 22936,,Virginia,VA,All Residential,-1,364500.0,0.072058824,-0.278217822,379900.0,0.0,-0.282530689,147.2517935,0.054438333,0.005253618,145.5823293,-0.007099103,-0.080632074,18,-0.28,-0.181818182,18.0,-0.28,-0.181818182,23.0,-0.148148148,0.352941176,54.0,-0.052631579,0.421052632,,,,112.5,4.5,-13.5,0.944605983,-0.020227221,-0.027442147,0.055555556,0.015555556,-0.080808081,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22936,Earlysville,Albemarle
2/1/2024,4/30/2024,90,zip code,2,9064,f,Zip Code: 22946,,Virginia,VA,Single Family Residential,6,360000.0,0.0,-0.2905705,,,,151.642797,0.0,-0.432153978,,,,1,0.0,-0.5,,,,,,,,,,,,,274.0,0.0,224.0,0.900225056,0.0,-0.110886055,0.0,0.0,-0.5,,,,,,,"Charlottesville, VA",16820,2/10/2025 14:21,22946,Keene,Albemarle
9/1/2016,11/30/2016,90,zip code,2,9053,f,Zip Code: 22931,,Virginia,VA,Single Family Residential,6,207500.0,0.0,,,,,85.49682445,0.0,,,,,2,0.0,,2.0,0.0,,,,,1.0,0.0,,,,,236.5,0.0,,0.977777778,0.0,,0.0,0.0,,,,,0.0,0.0,,"Charlottesville, VA",16820,2/10/2025 14:21,22931,Covesville,Albemarle
2/1/2017,4/30/2017,90,zip code,2,9065,f,Zip Code: 22947,,Virginia,VA,All Residential,-1,600000.0,-0.008264463,-0.012345679,699000.0,0.076253897,0.077041602,151.5151515,-0.017843044,-0.01026991,166.9088057,0.070502489,0.028886087,23,0.15,0.15,23.0,0.15,0.15,49.0,0.225,0.0,80.0,0.066666667,0.038961039,,,,188.5,-77.5,36.5,0.966071296,0.003022722,0.022639453,0.086956522,0.036956522,0.086956522,,,,0.043478261,-0.006521739,-0.006521739,"Charlottesville, VA",16820,2/10/2025 14:21,22947,Boyd tavern,Albemarle
12/1/2020,2/28/2021,90,zip code,2,9056,f,Zip Code: 22936,,Virginia,VA,All Residential,-1,553000.0,0.095049505,0.265446224,400000.0,-0.379844961,-0.137931034,166.0125482,-0.07742645,-0.02009289,165.6586578,-0.181334168,-0.152138977,14,-0.333333333,0.555555556,14.0,-0.333333333,0.555555556,9.0,0.0,-0.470588235,17.0,0.133333333,-0.575,,,,107.0,2.5,46.0,0.966772443,-0.007502732,-0.002862185,0.142857143,-0.095238095,0.142857143,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22936,Earlysville,Albemarle
11/1/2020,1/31/2021,90,zip code,2,9054,f,Zip Code: 22932,,Virginia,VA,All Residential,-1,455000.0,-0.022846074,0.064451983,546972.5,0.183451829,0.151521053,190.3479853,0.003957275,-0.033917882,201.4795367,0.003680349,0.048406792,79,-0.193877551,0.975,78.0,-0.204081633,0.95,96.0,-0.04950495,0.523809524,192.0,-0.098591549,0.185185185,,,,119.5,13.0,-48.5,0.992617064,-0.003735273,0.012407214,0.202531646,0.008654095,0.152531646,,,,0.012820513,0.012820513,0.012820513,"Charlottesville, VA",16820,2/10/2025 14:21,22932,Yancey mills,Albemarle
3/1/2022,5/31/2022,90,zip code,2,9056,f,Zip Code: 22936,,Virginia,VA,Townhouse,13,395000.0,,,,,,218.9578714,,,,,,1,,,1.0,,,,,,,,,,,,104.0,,,0.975308642,,,0.0,,,,,,0.0,,,"Charlottesville, VA",16820,2/10/2025 14:21,22936,Earlysville,Albemarle
2/1/2016,4/30/2016,90,zip code,2,9841,f,Zip Code: 24590,,Virginia,VA,Single Family Residential,6,145000.0,-0.021922428,-0.194444444,225000.0,0.084598698,0.080432173,107.2420635,0.08110192,0.006383537,119.9830569,0.080730211,-0.052977302,11,-0.266666667,-0.56,11.0,-0.214285714,-0.56,38.0,0.266666667,0.0,64.0,0.185185185,-0.272727273,,,,210.5,-72.5,89.5,0.964586976,-0.00861301,0.016967003,0.0,-0.066666667,-0.04,,,,0.090909091,0.090909091,0.090909091,"Charlottesville, VA",16820,2/10/2025 14:21,24590,Scottsville,Albemarle
4/1/2020,6/30/2020,90,zip code,2,9065,f,Zip Code: 22947,,Virginia,VA,All Residential,-1,530000.0,0.029126214,-0.009345794,644750.0,0.057140515,0.38394007,166.8059989,0.000835994,0.041789987,195.9021722,0.11458495,0.185250472,44,0.023255814,0.1,44.0,0.047619048,0.157894737,62.0,0.068965517,-0.088235294,119.0,0.017094017,-0.206666667,,,,130.5,-24.5,10.5,0.988694887,0.001706741,0.007060267,0.340909091,-0.007928118,0.115909091,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22947,Boyd tavern,Albemarle
12/1/2022,2/28/2023,90,zip code,2,9071,f,Zip Code: 22959,,Virginia,VA,All Residential,-1,1580000.0,0.638154484,1.96713615,950000.0,-0.493062967,2.76312141,365.4383995,0.588732204,1.117895823,237.0923913,-0.581249677,0.438177406,2,0.0,-0.5,4.0,3.0,-0.2,5.0,0.666666667,1.5,4.0,0.0,,,,,47.0,28.0,-90.0,1.215238095,-0.004232431,0.259683703,0.5,0.0,0.25,,,,0.5,0.5,0.1,"Charlottesville, VA",16820,2/10/2025 14:21,22959,Alberene,Albemarle
7/1/2019,9/30/2019,90,zip code,2,9038,f,Zip Code: 22901,,Virginia,VA,Condo/Co-op,3,150000.0,0.0,0.168679392,204750.0,0.031486146,0.121917808,163.5514019,0.029110001,0.161526492,168.5655549,0.005263673,0.00771764,19,-0.208333333,0.357142857,19.0,-0.173913043,0.357142857,20.0,-0.130434783,0.428571429,19.0,0.0,-0.296296296,,,,55.0,-8.0,-23.0,0.967791847,-0.0046094,-0.004178908,0.052631579,0.010964912,0.052631579,,,,0.052631579,0.009153318,0.052631579,"Charlottesville, VA",16820,2/10/2025 14:21,22901,Charlottesville,Albemarle
4/1/2017,6/30/2017,90,zip code,2,9841,f,Zip Code: 24590,,Virginia,VA,Single Family Residential,6,189900.0,0.002110818,0.148125756,224900.0,0.022737608,-0.000444444,112.5697407,0.093842301,0.062018873,134.2800129,0.01357894,0.082499858,27,0.125,0.35,26.0,0.130434783,0.368421053,38.0,-0.073170732,0.085714286,59.0,-0.092307692,-0.063492063,,,,111.0,-96.0,-35.0,0.960031584,0.003690811,-0.00214398,0.185185185,-0.023148148,0.135185185,,,,0.0,0.0,-0.052631579,"Charlottesville, VA",16820,2/10/2025 14:21,24590,Scottsville,Albemarle
2/1/2021,4/30/2021,90,zip code,2,9053,f,Zip Code: 22931,,Virginia,VA,All Residential,-1,866250.0,,,516500.0,,,231.5303887,,,225.1525719,,,2,,,1.0,,,1.0,,,,,,,,,124.5,,,0.93004912,,,0.0,,,,,,0.0,,,"Charlottesville, VA",16820,2/10/2025 14:21,22931,Covesville,Albemarle
6/1/2024,8/31/2024,90,zip code,2,9060,f,Zip Code: 22940,,Virginia,VA,All Residential,-1,395000.0,-0.219367589,-0.313043478,362450.0,-0.147176471,-0.508509051,230.323649,-0.021564545,-0.467651949,243.7943262,0.0,-0.118646712,4,0.0,3.0,3.0,0.0,0.0,6.0,0.5,0.5,3.0,2.0,0.0,,,,39.5,22.0,35.5,1.007123226,-0.0204552,0.007123226,0.5,-0.25,0.5,,,,0.666666667,0.0,0.333333333,"Charlottesville, VA",16820,2/10/2025 14:21,22940,Mission home,Albemarle
11/1/2023,1/31/2024,90,zip code,2,9065,f,Zip Code: 22947,,Virginia,VA,Single Family Residential,6,699000.0,-0.008510638,-0.193771626,710000.0,0.092307692,-0.06824147,215.3419593,0.02997601,-0.227242264,267.7333333,0.084178092,-0.030955992,17,0.133333333,-0.15,19.0,-0.095238095,0.0,17.0,-0.19047619,-0.15,21.0,0.0,-0.322580645,,,,34.0,6.5,20.5,0.986314808,-0.000986413,0.010501441,0.117647059,-0.082352941,-0.082352941,,,,0.368421053,0.082706767,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22947,Boyd tavern,Albemarle
11/1/2012,1/31/2013,90,zip code,2,9038,f,Zip Code: 22901,,Virginia,VA,Condo/Co-op,3,106000.0,-0.253521127,0.109947644,119000.0,0.442424242,0.008474576,108.1460674,-0.019926264,0.022732346,121.5526047,0.464524716,-0.039551446,9,0.285714286,0.285714286,9.0,0.285714286,0.285714286,7.0,0.0,-0.5,29.0,0.0,-0.216216216,,,,93.0,-34.0,-144.0,0.961057327,0.033273685,0.044705449,0.0,0.0,0.0,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22901,Charlottesville,Albemarle
9/1/2018,11/30/2018,90,zip code,2,9048,f,Zip Code: 22911,,Virginia,VA,Condo/Co-op,3,209950.0,0.199714286,-0.296991411,198900.0,0.063636364,0.007343631,174.7104174,0.0,-0.462688733,185.5410448,0.031118456,0.208210831,10,0.0,0.0,10.0,0.0,0.0,1.0,-0.8,-0.875,3.0,-0.571428571,-0.8,,,,99.5,-21.0,-100.5,0.968867665,-0.005731872,-0.02430987,0.0,0.0,-0.3,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22911,Zcta 22911,Albemarle
4/1/2015,6/30/2015,90,zip code,2,9065,f,Zip Code: 22947,,Virginia,VA,Single Family Residential,6,539909.0,-0.080804126,0.028398095,687450.0,0.066640807,0.049558009,188.3467931,-0.005422655,0.204528101,162.8810798,0.016832991,0.071532468,15,0.666666667,-0.347826087,15.0,0.666666667,-0.347826087,34.0,-0.15,-0.244444444,86.0,-0.044444444,-0.085106383,,,,260.0,29.0,12.0,0.98567752,-0.017016344,0.01180093,0.2,-0.133333333,0.069565217,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,22947,Boyd tavern,Albemarle
6/1/2012,8/31/2012,90,zip code,2,9841,f,Zip Code: 24590,,Virginia,VA,Single Family Residential,6,161250.0,0.059812881,0.112068966,175000.0,-0.100904233,0.090682456,94.10821746,-0.085049085,-0.058917825,105.5495103,-0.043059481,0.056165685,20,-0.090909091,1.222222222,18.0,-0.142857143,1.0,31.0,-0.138888889,0.409090909,73.0,-0.026666667,0.25862069,,,,163.5,7.0,37.5,0.905323726,0.017731813,-0.018219396,0.05,-0.040909091,0.05,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,24590,Scottsville,Albemarle
10/1/2016,12/31/2016,90,zip code,2,9841,f,Zip Code: 24590,,Virginia,VA,Single Family Residential,6,186800.0,-0.135185185,0.052394366,159400.0,-0.192502533,-0.194949495,101.5925381,-0.119471636,0.063162934,98.94885801,-0.150146991,-0.036745985,21,0.166666667,0.05,19.0,0.117647059,-0.05,18.0,-0.357142857,0.2,59.0,-0.078125,0.18,,,,91.0,-14.0,-90.5,0.958501162,-0.001051655,0.010771532,0.047619048,-0.007936508,-0.002380952,,,,0.0,0.0,0.0,"Charlottesville, VA",16820,2/10/2025 14:21,24590,Scottsville,Albemarle
